Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
74,Spring,SS111,Islamic and Religious Studies,3,B,3,3.41,3.54,0
74,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.41,3.54,0
74,Spring,EE227,Digital Logic Design,3,A,4,3.41,3.54,0
74,Spring,MT224,Differential Equations (Cal II),3,A,4,3.41,3.54,0
74,Spring,SS122,English Composition,3,C-,1.67,3.41,3.54,0
74,Spring,CL217,Computer Programming Lab,1,A+,4,3.41,3.54,0
74,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
74,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
74,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
74,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
74,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
74,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
74,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
75,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
75,Fall,SS101,English Language,3,L1,0,0,0,1
75,Fall,SL101,English Language Lab,1,L1,0,0,0,1
75,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
75,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
75,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
75,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
75,Unknown,SS122,English Composition,3,UK,-1,0,0,0
75,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
75,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
75,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
75,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
75,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
75,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
75,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
75,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
75,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
75,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
75,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
75,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
75,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
75,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
76,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
76,Fall,SL101,English Language Lab,1,L1,0,0,0,1
76,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
76,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
76,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
76,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
76,Fall,SS101,English Language,3,L1,0,0,0,1
76,Unknown,SS122,English Composition,3,UK,-1,0,0,0
76,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
76,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
76,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
76,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
76,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
76,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
76,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
76,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
76,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
76,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
76,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
76,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
76,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
76,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
77,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.67,2.67,0
77,Fall,EE182,Basic Electronics,3,B-,2.67,2.67,2.67,0
77,Fall,SS101,English Language,3,A,4,2.67,2.67,0
77,Fall,MT104,Linear Algebra,3,C,2,2.67,2.67,0
77,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.67,2.67,0
77,Fall,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.67,2.67,0
77,Fall,SL101,English Language Lab,1,A-,3.67,2.67,2.67,0
77,Fall,CS201,Data Structures,3,B,3,2.86,2.84,0
77,Spring,EE227,Digital Logic Design,3,B-,2.67,2.47,2.57,0
77,Spring,CS217,Computer Programming,3,D,1,2.47,2.57,0
77,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,2.47,2.57,0
77,Spring,MT224,Differential Equations (Cal II),3,C,2,2.47,2.57,0
77,Spring,SS111,Islamic and Religious Studies,3,B,3,2.47,2.57,0
77,Spring,CL217,Computer Programming Lab,1,C-,1.67,2.47,2.57,0
77,Spring,SS122,English Composition,3,A-,3.67,2.47,2.57,0
77,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
77,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
77,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
77,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
77,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
77,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
77,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
78,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.18,2.18,0
78,Fall,EE182,Basic Electronics,3,B-,2.67,2.18,2.18,0
78,Fall,SL101,English Language Lab,1,B,3,2.18,2.18,0
78,Fall,MT104,Linear Algebra,3,C-,1.67,2.18,2.18,0
78,Fall,CS118,Programming Fundamentals,3,F,0,2.18,2.18,0
78,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.18,2.18,0
78,Fall,SS101,English Language,3,A-,3.67,2.18,2.18,0
78,Fall,CS201,Data Structures,3,W,0,2.53,2.61,0
78,Spring,EE227,Digital Logic Design,3,C-,1.67,2.47,2.63,0
78,Spring,SS122,English Composition,3,B,3,2.47,2.63,0
78,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.47,2.63,0
78,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,2.47,2.63,0
78,Spring,CS118,Programming Fundamentals,3,C-,1.67,2.47,2.63,0
78,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,2.47,2.63,0
78,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.47,2.63,0
78,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
78,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
78,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
78,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
78,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
78,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
78,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
78,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
78,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
79,Fall,MT104,Linear Algebra,3,A,4,3.94,3.94,0
79,Fall,SL101,English Language Lab,1,A,4,3.94,3.94,0
79,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.94,3.94,0
79,Fall,MT119,Calculus and Analytical Geometry,3,A,4,3.94,3.94,0
79,Fall,EE182,Basic Electronics,3,A-,3.67,3.94,3.94,0
79,Fall,SS101,English Language,3,A,4,3.94,3.94,0
79,Fall,CS118,Programming Fundamentals,3,A+,4,3.94,3.94,0
79,Fall,CS201,Data Structures,3,A-,3.67,3.71,3.74,0
79,Spring,EE227,Digital Logic Design,3,A-,3.67,3.57,3.76,0
79,Spring,SS122,English Composition,3,A,4,3.57,3.76,0
79,Spring,CL217,Computer Programming Lab,1,B-,2.67,3.57,3.76,0
79,Spring,CS217,Computer Programming,3,C+,2.33,3.57,3.76,0
79,Spring,EL227,Digital Logic Design - Lab,1,A,4,3.57,3.76,0
79,Spring,SS111,Islamic and Religious Studies,3,A,4,3.57,3.76,0
79,Spring,MT224,Differential Equations (Cal II),3,A,4,3.57,3.76,0
79,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
79,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
79,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
79,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
79,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
79,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
79,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
80,Fall,SS101,English Language,3,B+,3.33,1.16,1.16,0
80,Fall,MT119,Calculus and Analytical Geometry,3,D,1,1.16,1.16,0
80,Fall,MT104,Linear Algebra,3,D,1,1.16,1.16,0
80,Fall,SL101,English Language Lab,1,A-,3.67,1.16,1.16,0
80,Fall,EE182,Basic Electronics,3,F,0,1.16,1.16,0
80,Fall,CS118,Programming Fundamentals,3,F,0,1.16,1.16,0
80,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.16,1.16,0
80,Spring,SS122,English Composition,3,B-,2.67,1.39,1.64,0
80,Spring,SS111,Islamic and Religious Studies,3,C-,1.67,1.39,1.64,0
80,Spring,EE182,Basic Electronics,3,D,1,1.39,1.64,0
80,Spring,CL118,Programming Fundamentals - Lab,1,C,2,1.39,1.64,0
80,Spring,CS118,Programming Fundamentals,3,F,0,1.39,1.64,0
80,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
80,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
80,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
80,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
80,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
80,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
80,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
80,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
80,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
80,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
80,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
80,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
80,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
81,Fall,SS101,English Language,3,C+,2.33,0.71,0.71,1
81,Fall,MT119,Calculus and Analytical Geometry,3,F,0,0.71,0.71,1
81,Fall,SL101,English Language Lab,1,C,2,0.71,0.71,1
81,Fall,EE182,Basic Electronics,3,D,1,0.71,0.71,1
81,Fall,CS118,Programming Fundamentals,3,F,0,0.71,0.71,1
81,Fall,MT104,Linear Algebra,3,F,0,0.71,0.71,1
81,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.71,0.71,1
81,Unknown,SS122,English Composition,3,UK,-1,0,0,0
81,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
81,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
81,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
81,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
81,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
81,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
81,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
81,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
81,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
81,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
81,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
81,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
81,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
81,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
82,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.75,1.75,0
82,Fall,SL101,English Language Lab,1,A-,3.67,1.75,1.75,0
82,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.75,1.75,0
82,Fall,CS118,Programming Fundamentals,3,F,0,1.75,1.75,0
82,Fall,SS101,English Language,3,A-,3.67,1.75,1.75,0
82,Fall,EE182,Basic Electronics,3,C-,1.67,1.75,1.75,0
82,Fall,MT104,Linear Algebra,3,C,2,1.75,1.75,0
82,Fall,CS201,Data Structures,3,C,2,2.25,2.36,0
82,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.43,2.36,0
82,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.43,2.36,0
82,Spring,CS118,Programming Fundamentals,3,C,2,2.43,2.36,0
82,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,2.43,2.36,0
82,Spring,EE227,Digital Logic Design,3,C,2,2.43,2.36,0
82,Spring,SS122,English Composition,3,A-,3.67,2.43,2.36,0
82,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
82,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
82,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
82,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
82,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
82,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
82,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
82,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
82,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
82,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
83,Fall,EE182,Basic Electronics,3,B-,2.67,2.88,2.88,0
83,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.88,2.88,0
83,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.88,2.88,0
83,Fall,SL101,English Language Lab,1,B,3,2.88,2.88,0
83,Fall,SS101,English Language,3,A,4,2.88,2.88,0
83,Fall,MT104,Linear Algebra,3,B-,2.67,2.88,2.88,0
83,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.88,2.88,0
83,Fall,CS201,Data Structures,3,C+,2.33,2.6,2.96,0
83,Spring,SS111,Islamic and Religious Studies,3,B,3,3.24,3.15,0
83,Spring,SS122,English Composition,3,A-,3.67,3.24,3.15,0
83,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.24,3.15,0
83,Spring,EE227,Digital Logic Design,3,B+,3.33,3.24,3.15,0
83,Spring,CL118,Programming Fundamentals - Lab,1,C-,1.67,3.24,3.15,0
83,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,3.24,3.15,0
83,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
83,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
83,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
83,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
83,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
83,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
83,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
83,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
83,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
84,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
84,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
84,Fall,SS101,English Language,3,L1,0,0,0,1
84,Fall,SL101,English Language Lab,1,L1,0,0,0,1
84,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
84,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
84,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
84,Unknown,SS122,English Composition,3,UK,-1,0,0,0
84,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
84,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
84,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
84,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
84,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
84,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
84,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
84,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
84,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
84,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
84,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
84,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
84,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
84,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
85,Fall,MT119,Calculus and Analytical Geometry,3,A+,4,3.14,3.14,0
85,Fall,SL101,English Language Lab,1,A,4,3.14,3.14,0
85,Fall,EE182,Basic Electronics,3,B-,2.67,3.14,3.14,0
85,Fall,SS101,English Language,3,A+,4,3.14,3.14,0
85,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.14,3.14,0
85,Fall,MT104,Linear Algebra,3,C,2,3.14,3.14,0
85,Fall,CS118,Programming Fundamentals,3,B-,2.67,3.14,3.14,0
85,Fall,CS201,Data Structures,3,B-,2.67,2.25,2.8,0
85,Spring,CL217,Computer Programming Lab,1,C,2,2.98,3.06,0
85,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.98,3.06,0
85,Spring,SS122,English Composition,3,A,4,2.98,3.06,0
85,Spring,SS111,Islamic and Religious Studies,3,B,3,2.98,3.06,0
85,Spring,EE227,Digital Logic Design,3,B+,3.33,2.98,3.06,0
85,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.98,3.06,0
85,Spring,CS217,Computer Programming,3,C+,2.33,2.98,3.06,0
85,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
85,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
85,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
85,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
85,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
85,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
85,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
86,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
86,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
86,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
86,Fall,SL101,English Language Lab,1,L1,0,0,0,1
86,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
86,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
86,Fall,SS101,English Language,3,L1,0,0,0,1
86,Unknown,SS122,English Composition,3,UK,-1,0,0,0
86,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
86,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
86,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
86,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
86,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
86,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
86,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
86,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
86,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
86,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
86,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
86,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
86,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
86,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
87,Fall,SS101,English Language,3,A-,3.67,2.27,2.27,1
87,Fall,MT104,Linear Algebra,3,D,1,2.27,2.27,1
87,Fall,EE182,Basic Electronics,3,C,2,2.27,2.27,1
87,Fall,SL101,English Language Lab,1,A-,3.67,2.27,2.27,1
87,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.27,2.27,1
87,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.27,2.27,1
87,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.27,2.27,1
87,Fall,CS201,Data Structures,3,FA,0,1.62,1.97,1
87,Spring,EE227,Digital Logic Design,3,C,2,1.98,2.13,1
87,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.98,2.13,1
87,Spring,CS217,Computer Programming,3,D+,1.33,1.98,2.13,1
87,Spring,CL217,Computer Programming Lab,1,B-,2.67,1.98,2.13,1
87,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.98,2.13,1
87,Spring,MT224,Differential Equations (Cal II),3,F,0,1.98,2.13,1
87,Spring,SS122,English Composition,3,A-,3.67,1.98,2.13,1
87,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
87,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
87,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
87,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
87,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
87,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
87,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
88,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.65,2.65,0
88,Fall,SL101,English Language Lab,1,B+,3.33,2.65,2.65,0
88,Fall,MT104,Linear Algebra,3,C+,2.33,2.65,2.65,0
88,Fall,EE182,Basic Electronics,3,B-,2.67,2.65,2.65,0
88,Fall,SS101,English Language,3,B,3,2.65,2.65,0
88,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.65,2.65,0
88,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,2.65,2.65,0
88,Fall,CS201,Data Structures,3,B+,3.33,2.98,2.87,0
88,Spring,CS217,Computer Programming,3,F,0,1.76,2.21,0
88,Spring,EL227,Digital Logic Design - Lab,1,A,4,1.76,2.21,0
88,Spring,SS122,English Composition,3,D+,1.33,1.76,2.21,0
88,Spring,SS111,Islamic and Religious Studies,3,C-,1.67,1.76,2.21,0
88,Spring,MT224,Differential Equations (Cal II),3,D+,1.33,1.76,2.21,0
88,Spring,EE227,Digital Logic Design,3,A-,3.67,1.76,2.21,0
88,Spring,CL217,Computer Programming Lab,1,C,2,1.76,2.21,0
88,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
88,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
88,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
88,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
88,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
88,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
88,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
89,Fall,SL101,English Language Lab,1,B+,3.33,2.57,2.57,0
89,Fall,MT104,Linear Algebra,3,B-,2.67,2.57,2.57,0
89,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.57,2.57,0
89,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.57,2.57,0
89,Fall,SS101,English Language,3,C+,2.33,2.57,2.57,0
89,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.57,2.57,0
89,Fall,EE182,Basic Electronics,3,B,3,2.57,2.57,0
89,Fall,CS201,Data Structures,3,A-,3.67,3.44,2.93,0
89,Spring,CS217,Computer Programming,3,B+,3.33,2.8,2.69,0
89,Spring,SS122,English Composition,3,D+,1.33,2.8,2.69,0
89,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,2.8,2.69,0
89,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,2.8,2.69,0
89,Spring,EE227,Digital Logic Design,3,B,3,2.8,2.69,0
89,Spring,SS111,Islamic and Religious Studies,3,A-,3.67,2.8,2.69,0
89,Spring,CL217,Computer Programming Lab,1,C,2,2.8,2.69,0
89,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
89,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
89,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
89,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
89,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
89,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
89,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
90,Fall,SL101,English Language Lab,1,A+,4,2.73,2.73,0
90,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.73,2.73,0
90,Fall,MT104,Linear Algebra,3,C-,1.67,2.73,2.73,0
90,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.73,2.73,0
90,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.73,2.73,0
90,Fall,SS101,English Language,3,A-,3.67,2.73,2.73,0
90,Fall,EE182,Basic Electronics,3,B+,3.33,2.73,2.73,0
90,Fall,CS201,Data Structures,3,A-,3.67,3.13,2.86,0
90,Spring,EE227,Digital Logic Design,3,B,3,2.74,2.74,0
90,Spring,SS122,English Composition,3,B+,3.33,2.74,2.74,0
90,Spring,CS217,Computer Programming,3,C,2,2.74,2.74,0
90,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,2.74,2.74,0
90,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.74,2.74,0
90,Spring,CL217,Computer Programming Lab,1,B,3,2.74,2.74,0
90,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.74,2.74,0
90,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
90,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
90,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
90,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
90,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
90,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
90,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
91,Fall,SL101,English Language Lab,1,A-,3.67,2.04,2.04,0
91,Fall,SS101,English Language,3,A-,3.67,2.04,2.04,0
91,Fall,CS118,Programming Fundamentals,3,F,0,2.04,2.04,0
91,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.04,2.04,0
91,Fall,MT104,Linear Algebra,3,C-,1.67,2.04,2.04,0
91,Fall,EE182,Basic Electronics,3,C,2,2.04,2.04,0
91,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.04,2.04,0
91,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.61,2.63,0
91,Spring,EE227,Digital Logic Design,3,B-,2.67,2.61,2.63,0
91,Spring,SS122,English Composition,3,B,3,2.61,2.63,0
